user_id,full_name,pan,aadhaar,date_of_birth,city,state,monthly_income,occupation,signup_timestamp,kyc_status,risk_segment
USR30569,Chanchal Chakraborty,,,1960-11-11 00:00:00,Pune,Maharashtra,65390.0,Student,2025-02-03 00:00:00,PENDING,MEDIUM
USR67499,Gopal Sarraf,XNJXA7831D,,1965-04-02 00:00:00,Mumbai,Maharashtra,23898.0,Business Owner,2024-08-27 15:50:00,VERIFIED,LOW
USR92809,Nathanie1 Varkey,ZTODQ8205T,872189698030,,Amritsar,Punjab,13010.0,Salaried,2025-12-18 00:00:00,VERIFIED,LOW
USR56440,Pooja Vohra,XAVYG7536S,923039689647,1976-03-27 00:00:00,Kolkata,West Bengal,25289.0,Retired,,VERIFIED,LOW
USR30314,Anya Narula,YCFPB5876W,175546059779,1966-04-24 00:00:00,Jalandhar,Punjab,38034.0,Freelancer,2024-10-24 00:00:00,VERIFIED,UNKNOWN
USR71797,Urvi Basak,,772831978958,1961-05-13 07:03:00,Jalandhar,Punjab,,Unemployed,2024-04-23 00:00:00,PENDING,LOW
USR53160,Kai Bajwa,JKBXS1436S,952062257976,2004-06-30 00:00:00,Amritsar,Punjab,30500.0,Unemployed,2024-08-26 17:45:26,VERIFIED,UNKNOWN
USR65123,Chameli Ahluwalia,UADTO1765J,333064042576,1961-12-07 00:00:00,Pune,Maharashtra,17601.0,Student,2024-10-04 00:00:00,PENDING,LOW
USR72228,Tripti Virk,NILMJ2758A,499397637766,,Jalandhar,Punjab,91908.0,Freelancer,2024-07-29 14:04:16,VERIFIED,HIGH
USR49144,Orinder Guha,RFYWT7418G,289784526441,1969-12-21 00:00:00,Mumbai,Maharashtra,,Salaried,2024-06-15 13:32:18,VERIFIED,LOW
USR26030,Kai Soni,MUXOK6512T,986566481040,1989-07-03 00:00:00,Mumbai,Maharashtra,,Salaried,2024-11-22 00:23:48,VERIFIED,LOW
USR19342,Bhavya Munshi,,264691132432,,Jalandhar,Punjab,13400.0,Gig Worker,2024-04-13 11:39:57,VERIFIED,HIGH
USR69369,Sanaya Pai,AGSTP3422J,379277220992,2001-08-23 00:00:00,Bengaluru,Karnataka,13152.0,Business Owner,2025-08-20 00:00:00,VERIFIED,HIGH
USR19523,Gautami Handa,BFYRN6012L,367221110771,2003-02-28 00:00:00,Hyderabad,Telangana,31870.0,Business Owner,2024-12-30 17:38:50,VERIFIED,MEDIUM
USR13664,Matthew Zacharia,AUEAN3903Q,351882431795,1994-05-21 00:00:00,Ludhiana,Punjab,31983.0,Unemployed,2024-09-01 02:02:00,PENDING,HIGH
USR83834,Bina Pandit,,855053948079,1979-07-09 00:00:00,Pune,Maharashtra,27817.0,Student,2024-04-07 01:13:31,VERIFIED,LOW
USR58502,Suhani Sankaran,MMAPA4031W,,1966-12-22 00:00:00,Hyderabad,Telangana,25992.0,Retired,2025-06-17 00:00:00,VERIFIED,MEDIUM
USR62851,Baljiwan Sen,SCLGR6203R,410879684994,1974-11-04 00:00:00,Hyderabad,Telangana,11130.0,Farmer,2026-01-19 00:00:00,PENDING,LOW
USR25172,Zaid Kala,MLABH0242E,773477795782,1965-05-22 03:53:30,Jalandhar,Punjab,35305.0,Retired,2025-07-23 00:00:00,VERIFIED,MEDIUM
USR47663,Damini Te11A,BKLRL8623R,586435538695,2004-03-06 15:11:00,Jalandhar,Punjab,19492.0,Business Owner,2025-11-15 09:28:00,VERIFIED,LOW
USR31718,Karan Luthra,AQWVL3346X,,1993-10-29 00:00:00,Ludhiana,Punjab,,Farmer,2025-10-28 23:54:23,VERIFIED,LOW
USR76988,Nidhi Zacharia,FAOHK4415Y,,2003-07-29 15:06:00,Bengaluru,Karnataka,,Freelancer,2025-07-16 18:52:36,VERIFIED,UNKNOWN
USR90919,Krishna Merchant,ABGGS9297J,093590761047,1995-12-06 00:00:00,Lucknow,Uttar Pradesh,47383.0,Gig Worker,2025-04-25 00:00:00,VERIFIED,MEDIUM
USR90418,Chatura Chadha,NPFDN7872B,417054234449,,Kolkata,West Bengal,36907.0,Gig Worker,2024-05-06 16:50:00,VERIFIED,LOW
USR20976,Gaurika Choudhury,KGODM1373T,235435645951,1967-03-22 00:00:00,Hyderabad,Telangana,16644.0,Salaried,2025-12-27 06:27:51,VERIFIED,LOW
USR50411,Januja Master,ROVME5194K,,1973-09-11 00:00:00,Bengaluru,Karnataka,46813.0,Retired,2025-03-29 00:00:00,VERIFIED,MEDIUM
USR87069,Wishi Ravel,ALQOB3716M,793706827262,1984-03-06 00:00:00,Lucknow,Uttar Pradesh,15885.0,Retired,2025-12-31 00:00:00,REJECTED,HIGH
USR33808,Harini Sahni,JZEBL9315N,916866121185,1977-12-12 00:00:00,Lucknow,Uttar Pradesh,49405.0,Business Owner,2025-08-25 00:00:00,PENDING,LOW
USR15435,Aashi Majumdar,ZYDDQ9669J,,2003-01-13 12:03:59,Hyderabad,Telangana,37100.0,Farmer,2025-05-14 00:00:00,PENDING,MEDIUM
USR94668,Sara Palla,GOMWT6907H,184742413696,1993-11-22 00:00:00,Amritsar,Punjab,7247.0,Gig Worker,2026-02-08 00:00:00,REJECTED,LOW
USR13550,Amaira Wali,EZXGK6678J,,1963-02-24 00:00:00,Lucknow,Uttar Pradesh,21470.0,Unemployed,2025-11-09 14:55:00,REJECTED,MEDIUM
USR25929,Neel Sandhu,WMMPS6219L,643212141701,1965-11-23 00:00:00,Lucknow,Uttar Pradesh,10333.0,Self Employed,2026-02-16 00:00:00,VERIFIED,LOW
USR30700,Tamanna Bajaj,,697658061550,1971-08-17 00:00:00,Hyderabad,Telangana,17138.0,Freelancer,,VERIFIED,LOW
USR34798,Dhruv Anne,ERFQF1387L,872048263474,,Delhi,Delhi,48193.0,Retired,2024-04-11 16:17:09,VERIFIED,LOW
USR39106,Ekbal D’Alia,WDGBC5947X,863929101803,2007-01-01 12:55:18,Kolkata,West Bengal,,Gig Worker,2024-08-26 00:00:00,VERIFIED,MEDIUM
USR33765,Dalbir Ramesh,EGRCA8429C,938984647841,1986-03-08 00:00:00,Pune,Maharashtra,22871.0,Farmer,2025-10-19 05:02:00,VERIFIED,MEDIUM
USR28275,Wridesh Dhingra,RTGZC1190M,440769302787,1966-09-01 00:00:00,Amritsar,Punjab,23696.0,Salaried,2025-03-26 00:00:00,VERIFIED,MEDIUM
USR33207,Waida Grewal,,132168573947,1960-11-05 00:00:00,Lucknow,Uttar Pradesh,38792.0,Farmer,2025-11-03 00:00:00,VERIFIED,MEDIUM
USR22693,Lekha Bose,RYVTV7493K,094894889493,1961-07-24 00:00:00,Amritsar,Punjab,11625.0,Student,2024-03-25 00:00:00,VERIFIED,LOW
USR74778,Gavin Zachariah,,,1992-07-27 00:42:12,Delhi,Delhi,86098.0,Retired,2026-06-03 00:00:00,VERIFIED,LOW
USR13327,Ethan Puri,VUBDP3349X,803301151525,1964-05-26 00:00:00,Pune,Maharashtra,24100.0,Salaried,2025-04-17 00:00:00,VERIFIED,LOW
USR57113,Januja Sangha,KCIQV5760W,465111727452,1995-11-12 11:54:46,Chennai,Tamil Nadu,29900.0,Retired,2025-03-18 00:00:00,VERIFIED,LOW
USR45557,Elijah Salvi,QTOWH7476S,822218801120,,Ludhiana,Punjab,18025.0,Salaried,2025-11-12 00:00:00,PENDING,MEDIUM
USR40027,Luke Rana,HMFDO8472U,825509924546,1960-09-28 00:00:00,Pune,Maharashtra,53244.0,Farmer,2025-10-04 00:00:00,VERIFIED,MEDIUM
USR54268,Urishilla Karpe,WIOIT9418W,,1992-09-06 11:23:31,Amritsar,Punjab,21685.0,Freelancer,,VERIFIED,MEDIUM
USR97910,Kamala Merchant,SACQD5654C,,,Pune,Maharashtra,18200.0,Student,2025-11-04 00:00:00,VERIFIED,LOW
USR49187,Vaishnavi Sridhar,BRBQL4226Z,,1995-04-15 00:00:00,Jaipur,Rajasthan,16484.0,Gig Worker,2024-10-26 17:53:00,VERIFIED,LOW
USR95133,Faras Nagar,,,1989-10-14 00:00:00,Mumbai,Maharashtra,26609.0,Unemployed,2024-10-15 00:00:00,VERIFIED,LOW
USR64089,Priya Bhatti,SNVVB6495B,157383833328,1978-10-12 00:00:00,Pune,Maharashtra,21524.0,Freelancer,2024-12-10 00:00:00,VERIFIED,MEDIUM
USR40046,Bimala Nayak,ZPLZT5830A,173618633434,1998-04-09 00:00:00,Lucknow,Uttar Pradesh,47352.0,Gig Worker,2026-03-16 23:23:04,REJECTED,LOW
USR20570,Lopa Ratta,,729350850758,2007-10-08 00:00:00,Mumbai,Maharashtra,83739.0,Self Employed,2025-05-25 03:36:00,VERIFIED,MEDIUM
USR12756,Lajita Amble,IEZBJ7603V,264093612452,1972-03-29 00:00:00,Ludhiana,Punjab,72444.0,Farmer,,VERIFIED,LOW
USR86688,Tanmayi Kapadia,TGGSL4772A,,1984-11-26 00:00:00,Jalandhar,Punjab,23801.0,Retired,2025-11-08 00:00:00,VERIFIED,LOW
USR77672,Abha Brar,MNJAJ9435P,371790758134,1997-04-03 16:40:41,Pune,Maharashtra,20366.0,Salaried,2025-09-04 00:00:00,VERIFIED,MEDIUM
USR44150,Diya Kapur,,168366108173,1989-11-20 00:00:00,Mumbai,Maharashtra,11853.0,Business Owner,2025-04-10 00:00:00,VERIFIED,MEDIUM
USR86042,Zilmil Yogi,MHIZE9609C,053656553378,1969-08-23 10:08:05,Amritsar,Punjab,26191.0,Self Employed,2025-12-15 00:00:00,VERIFIED,LOW
USR65881,Kavya Majumdar,EYSDC1591I,591308984186,1982-01-09 00:00:00,Amritsar,Punjab,,Freelancer,2024-03-06 00:00:00,REJECTED,MEDIUM
USR93908,Kashish Yogi,GSWTX0361Z,514409363471,1988-03-05 00:00:00,Delhi,Delhi,18200.0,Business Owner,,PENDING,MEDIUM
USR12146,Arya Bali,,577474157327,1993-03-09 00:00:00,Lucknow,Uttar Pradesh,21615.0,Student,2024-03-02 00:00:00,REJECTED,LOW
USR84265,Chanchal Thaman,VBLMQ3054V,537646257293,1965-04-16 04:18:00,Pune,Maharashtra,23583.0,Farmer,2025-04-11 00:00:00,VERIFIED,LOW
USR90699,Darsh Sheth,JFTXD6320S,341334483537,1986-09-14 00:00:00,Delhi,Delhi,,Unemployed,2025-12-15 00:00:00,VERIFIED,LOW
USR73757,Mugdha Sule,BHTKX8956I,613563510464,2007-09-03 13:13:00,Jalandhar,Punjab,16198.0,Self Employed,2025-02-01 00:00:00,VERIFIED,LOW
USR65265,Nitara Din,KEPGO4843T,660911674793,1980-06-01 00:00:00,Pune,Maharashtra,31524.0,Student,2026-02-05 00:00:00,VERIFIED,LOW
USR21577,Barkha Gara,RDWAW8857O,369639653128,,Ludhiana,Punjab,21309.0,Self Employed,2025-08-02 11:58:59,REJECTED,LOW
USR98088,Theodore Upadhyay,BUCXH6030B,,1986-01-19 00:00:00,Chennai,Tamil Nadu,34500.0,Business Owner,2026-05-02 00:00:00,VERIFIED,HIGH
USR56609,Qabil Dhingra,SMFWL4913V,252448295108,1978-02-06 02:03:00,Chennai,Tamil Nadu,15177.0,Farmer,2025-04-06 08:42:04,VERIFIED,LOW
USR94705,Ekapad Apte,LFNHZ5534P,708945623253,1997-01-16 00:00:00,Chennai,Tamil Nadu,19209.0,Business Owner,2025-07-19 00:00:00,VERIFIED,MEDIUM
USR19730,Ekta Aurora,FBWUP5936U,899608566200,1963-01-27 00:00:00,Bengaluru,Karnataka,25556.0,Self Employed,2025-06-10 00:00:00,REJECTED,MEDIUM
USR37718,Reyansh Rau,DVZOX0863F,,2004-09-14 00:00:00,Bengaluru,Karnataka,25408.0,Farmer,2026-02-04 05:31:37,VERIFIED,MEDIUM
USR68406,Qadim Ganguly,,888733089922,1983-03-02 00:00:00,Delhi,Delhi,11558.0,Unemployed,2024-07-15 02:22:00,VERIFIED,LOW
USR54870,Hamsini Pal,ZRHYM6266A,883277778889,,Mumbai,Maharashtra,12836.0,Gig Worker,2025-08-14 05:32:59,VERIFIED,HIGH
USR83852,Jeevika Pal,YVWUQ7408R,,1991-01-29 00:00:00,Amritsar,Punjab,43041.0,Self Employed,2026-01-13 00:00:00,VERIFIED,MEDIUM
USR12531,Meera Behl,EULXZ9877U,,1971-05-25 00:00:00,Lucknow,Uttar Pradesh,9216.0,Freelancer,,VERIFIED,LOW
USR11555,Gaurang Kar,HWKLA0618Y,062181144177,1984-04-11 00:00:00,Jaipur,Rajasthan,41118.0,Gig Worker,,REJECTED,MEDIUM
USR46189,Anamika Patla,IXFBE2095P,152343156447,1997-06-08 01:10:48,Jaipur,Rajasthan,67900.0,Salaried,2026-03-11 00:00:00,VERIFIED,HIGH
USR21674,Samesh Mahal,VGLDA2407A,870026298646,,Jalandhar,Punjab,,Unemployed,2024-07-04 14:22:09,VERIFIED,LOW
USR76495,Farhan Ping1E,RKNVF1290V,498239158474,1980-11-20 19:16:00,Pune,Maharashtra,34518.0,Retired,2024-06-01 00:00:00,VERIFIED,MEDIUM
USR97952,Kai Dua,KDCMG7561N,,1963-02-14 00:00:00,Lucknow,Uttar Pradesh,14096.0,Self Employed,2026-02-25 00:00:00,PENDING,LOW
USR70137,Kai Ahuja,CWEDZ8107V,403555627949,1997-10-01 00:00:00,Mumbai,Maharashtra,,Salaried,,VERIFIED,LOW
USR67911,Owen Kothari,CFWSQ5432O,040591885302,1984-09-21 00:00:00,Mumbai,Maharashtra,35400.0,Freelancer,2025-05-18 04:48:02,VERIFIED,LOW
USR77851,Aayush Nagarajan,GOOOS4677L,354026310671,,Kolkata,West Bengal,,Salaried,2024-12-29 00:00:00,VERIFIED,LOW
USR43939,Anirudh Venkataraman,GRTBW1844T,681420243416,1971-02-04 00:00:00,Lucknow,Uttar Pradesh,27522.0,Student,2025-07-05 00:00:00,VERIFIED,MEDIUM
USR78460,Sudiksha Bawa,BQJKI9009B,480089304320,,Kolkata,West Bengal,48033.0,Farmer,2024-01-09 00:00:00,VERIFIED,LOW
USR33072,Laban Varkey,MQCGF5094F,,1994-03-31 00:00:00,Pune,Maharashtra,116972.0,Farmer,2025-10-02 16:47:57,REJECTED,HIGH
USR16903,Charan Choudhry,,044790020676,1967-10-07 00:00:00,Hyderabad,Telangana,20119.0,Student,2026-11-01 00:00:00,PENDING,LOW
USR94846,Azad Mittal,HJDYM0981Y,837417036968,1991-03-01 00:00:00,Jaipur,Rajasthan,32891.0,Farmer,2025-08-29 03:50:00,REJECTED,LOW
USR36973,Yuvraj K0H1I,MNMNN8796N,400873708933,2002-10-26 00:00:00,Hyderabad,Telangana,19582.0,Farmer,2024-09-18 00:00:00,PENDING,LOW
USR92068,Omkaar Arora,KEWED6820N,990102265486,1961-04-08 00:00:00,Kolkata,West Bengal,27400.0,Self Employed,2025-03-29 04:14:12,VERIFIED,LOW
USR66883,Lakshit Sarin,WPUIA6666A,015768096160,1982-06-29 23:07:47,Delhi,Delhi,,Farmer,2024-10-13 00:00:00,PENDING,LOW
USR51106,Lipika Sharma,UZHQO2011J,669740584202,,Jalandhar,Punjab,30252.0,Gig Worker,2025-04-03 04:24:00,VERIFIED,UNKNOWN
USR41216,Inaya Merchant,ZPUQG5051C,252415167527,2003-02-21 22:19:00,Delhi,Delhi,12300.0,Gig Worker,2026-03-29 06:01:38,VERIFIED,HIGH
USR87436,Shaurya Saxena,OTYPV4135J,598399569706,1977-04-26 18:38:00,Bengaluru,Karnataka,11177.0,Unemployed,2024-10-18 00:00:00,VERIFIED,LOW
USR26117,Indrajit Savant,OPUWA9932O,632103449520,1978-08-05 11:22:34,Amritsar,Punjab,39660.0,Business Owner,2024-02-10 00:00:00,VERIFIED,HIGH
USR91665,Chaitanya Mody,PRIEH2598J,,1972-07-27 00:00:00,Lucknow,Uttar Pradesh,26443.0,Retired,,VERIFIED,MEDIUM
USR78740,Ladli Mann,WPIQC2163P,767203879871,2000-06-17 00:00:00,Jalandhar,Punjab,46597.0,Business Owner,2024-06-09 10:56:00,VERIFIED,LOW
USR39432,Amrita Soni,MVCRA6796Z,,,Amritsar,Punjab,37700.0,Farmer,2024-06-13 23:41:43,VERIFIED,MEDIUM
USR77115,Udant Brar,YHVLY6883G,583798293523,2006-06-03 00:00:00,Pune,Maharashtra,34300.0,Unemployed,,REJECTED,LOW
USR87386,Hemal Sidhu,,204450718926,,Mumbai,Maharashtra,91235.0,Business Owner,2025-06-11 08:50:55,VERIFIED,LOW
USR72957,Aarav Korpal,FRKRT6144F,871677525840,2004-12-01 00:00:00,Hyderabad,Telangana,,Self Employed,2024-10-26 00:00:00,VERIFIED,LOW
USR40856,Ekbal Contractor,PYPHR0512A,,1997-06-19 00:00:00,Kolkata,West Bengal,78669.0,Unemployed,2024-03-04 00:45:40,PENDING,LOW
USR80411,Triya Nayak,QRSMJ9344T,,1989-05-21 00:00:00,Bengaluru,Karnataka,12370.0,Student,2025-11-20 00:00:00,VERIFIED,MEDIUM
USR78188,Baghyawati Setty,,534037566796,1998-07-04 19:44:17,Kolkata,West Bengal,31900.0,Retired,2026-02-17 00:00:00,VERIFIED,LOW
USR31241,Chaitanya Keer,EFDII9714Y,,1965-09-18 00:00:00,Kolkata,West Bengal,12051.0,Student,2024-07-15 00:00:00,VERIFIED,LOW
USR82897,Samar Kurian,LMQZS9484Z,417000379222,2003-11-02 00:00:00,Bengaluru,Karnataka,13835.0,Unemployed,2024-11-20 00:00:00,VERIFIED,MEDIUM
USR68105,Priya Kalla,,101981566951,2004-03-25 00:00:00,Amritsar,Punjab,,Retired,2024-10-14 23:25:00,VERIFIED,LOW
USR43533,Daniel Dora,VDOFZ8895N,,1975-04-27 01:18:46,Pune,Maharashtra,11769.0,Student,2025-11-05 00:00:00,VERIFIED,LOW
USR23402,Tarak Chaudhry,MQKEO9056L,925147292515,1996-01-04 00:00:00,Chennai,Tamil Nadu,16179.0,Self Employed,2024-01-25 00:00:00,VERIFIED,HIGH
USR83795,Abhimanyu Vasa,QWLTM6122C,404518422922,2001-08-26 00:00:00,Amritsar,Punjab,42416.0,Farmer,2024-11-07 18:45:14,VERIFIED,MEDIUM
USR70118,Ayush Pai,JUTSF8630G,733765669923,,Bengaluru,Karnataka,32017.0,Business Owner,2025-08-17 11:04:44,VERIFIED,LOW
USR86640,Bhavya Bhardwaj,LDWUT8091L,905739114997,2006-01-19 16:29:33,Delhi,Delhi,32293.0,Gig Worker,,REJECTED,LOW
USR56795,Champak Devan,LTFTZ4564L,502779090455,2003-03-19 00:00:00,Mumbai,Maharashtra,,Farmer,2024-03-08 00:00:00,VERIFIED,MEDIUM
USR76721,Henry Buch,UYZGS4808B,317261368317,,Lucknow,Uttar Pradesh,29005.0,Farmer,2024-11-12 14:39:00,VERIFIED,LOW
USR83178,Zilmil Grover,NJZEM0585P,655443353106,1963-12-21 00:00:00,Jaipur,Rajasthan,,Salaried,2025-11-23 00:00:00,VERIFIED,LOW
USR55849,Hemang Puri,WFOLS4861R,965316978652,1993-04-20 00:00:00,Lucknow,Uttar Pradesh,20997.0,Student,2024-08-13 05:07:00,VERIFIED,LOW
USR87177,Pushti Palla,,619952183988,1993-11-01 01:49:37,Pune,Maharashtra,47413.0,Self Employed,,VERIFIED,LOW
USR92562,Zayyan Bandi,PDCZC8296U,467774719953,1977-05-18 00:00:00,Mumbai,Maharashtra,25671.0,Unemployed,2026-01-13 00:00:00,VERIFIED,LOW
USR71530,Elijah Chhabra,TFBRG2906Y,303754372237,1960-11-19 00:00:00,Jaipur,Rajasthan,,Freelancer,2024-07-05 08:32:00,VERIFIED,LOW
USR69786,Tarak Murthy,XTDKY9251D,,1999-10-01 00:00:00,Lucknow,Uttar Pradesh,19435.0,Business Owner,2025-04-17 00:00:00,PENDING,LOW
USR78482,Qasim Sane,LZLPF5775B,923051503191,1994-07-21 00:00:00,Jalandhar,Punjab,,Freelancer,2025-08-31 22:47:00,VERIFIED,UNKNOWN
USR83756,Raagini Bansal,VZEUZ6823R,813802139274,1979-09-24 16:15:08,Mumbai,Maharashtra,11215.0,Freelancer,2024-05-05 00:00:00,VERIFIED,MEDIUM
USR63497,Kabir Sami,,731477587136,1997-12-09 00:00:00,Pune,Maharashtra,134300.0,Freelancer,2025-10-27 00:00:00,VERIFIED,MEDIUM
USR79992,Fariq Mani,BLYJJ5966T,495868514714,1964-02-08 03:44:00,Bengaluru,Karnataka,,Freelancer,2025-05-14 00:00:00,VERIFIED,HIGH
USR31553,Widisha Dua,RNMOW7749Y,,2002-09-09 00:00:00,Hyderabad,Telangana,14144.0,Salaried,2024-06-29 07:32:00,PENDING,MEDIUM
USR45018,Azad Mane,,943616323795,1992-11-19 03:14:00,Jalandhar,Punjab,24581.0,Retired,,VERIFIED,HIGH
USR25872,Vrinda Toor,LGCCR0298E,278811911106,1996-10-10 00:00:00,Mumbai,Maharashtra,49937.0,Farmer,2025-01-12 00:00:00,VERIFIED,LOW
USR39175,Yashvi Tailor,,406901154043,1963-09-15 00:00:00,Jalandhar,Punjab,28028.0,Gig Worker,2024-08-15 15:40:00,VERIFIED,LOW
USR28632,Nisha Tripathi,NTQGR8172Y,516341637475,1992-09-22 23:20:24,Bengaluru,Karnataka,11675.0,Salaried,2025-03-22 00:00:00,VERIFIED,UNKNOWN
USR31958,Charvi Ramanathan,BKOSO3441M,581132838880,,Kolkata,West Bengal,14400.0,Unemployed,2025-05-10 00:00:00,VERIFIED,HIGH
USR14349,Jyoti Kashyap,JPPJZ4111G,841671551887,2006-08-22 00:00:00,Bengaluru,Karnataka,,Salaried,2024-07-15 00:00:00,PENDING,MEDIUM
USR93771,Jhalak Chatterjee,ETQFC1527K,558944848259,1996-03-09 00:00:00,Jaipur,Rajasthan,16071.0,Gig Worker,,VERIFIED,LOW
USR50360,Yashvi Gera,YGFZQ2070O,616245492873,,Mumbai,Maharashtra,66982.0,Unemployed,2025-10-09 00:00:00,VERIFIED,LOW
USR99461,Nitesh Wagle,ZYUEE1087O,449196835496,,Ludhiana,Punjab,31387.0,Self Employed,2024-03-26 20:44:54,VERIFIED,LOW
USR90565,Gayathri Bansal,RUJFT9654L,198332518146,,Jaipur,Rajasthan,,Self Employed,2025-12-28 00:00:00,VERIFIED,LOW
USR42955,Vasana Mandal,IYUIZ6090R,547311317119,2002-09-04 00:00:00,Ludhiana,Punjab,22807.0,Gig Worker,2026-03-01 00:00:00,PENDING,UNKNOWN
USR13016,Tanveer Borra,DMCVR9107E,294663704369,2005-05-30 13:51:00,Lucknow,Uttar Pradesh,16731.0,Freelancer,2026-09-01 12:38:00,VERIFIED,UNKNOWN
USR20850,Urishilla Ahuja,,299042002407,1976-09-08 00:00:00,Pune,Maharashtra,61049.0,Student,2025-04-11 00:00:00,VERIFIED,LOW
USR44627,Saumya Lall,YOWNX1374C,206600921251,1962-11-10 00:00:00,Bengaluru,Karnataka,15461.0,Unemployed,2024-04-25 00:00:00,VERIFIED,MEDIUM
USR26120,Unni Din,MABZL0718X,044397851543,1977-01-12 00:00:00,Kolkata,West Bengal,,Salaried,2024-08-12 00:00:00,VERIFIED,LOW
USR17787,Urishilla Tara,OZYPS1775J,040838774420,1993-12-11 19:35:31,Ludhiana,Punjab,15100.0,Business Owner,2025-05-10 00:00:00,VERIFIED,LOW
USR70596,Jeet Khosla,LAECA2391U,386648130607,1970-07-24 00:00:00,Jalandhar,Punjab,13679.0,Salaried,2024-06-07 00:00:00,VERIFIED,MEDIUM
USR64978,Wridesh Chowdhury,VNJXG0524B,597114419557,2003-08-23 00:00:00,Ludhiana,Punjab,14100.0,Salaried,2024-10-28 00:00:00,VERIFIED,MEDIUM
USR46990,Eshana Minhas,HLUKX4370D,135551807142,1968-12-08 00:00:00,Pune,Maharashtra,14837.0,Self Employed,2024-01-02 19:39:05,VERIFIED,LOW
USR23970,Vanya Bhardwaj,BQRUR4750A,149730443408,2006-09-27 00:00:00,Pune,Maharashtra,,Unemployed,2026-02-17 08:36:53,PENDING,MEDIUM
USR93602,Eshana Thaker,XAVTK1071F,368342692464,,Mumbai,Maharashtra,40426.0,Gig Worker,2024-12-21 04:45:46,REJECTED,UNKNOWN
USR45068,Maanav Babu,KKZMN6550T,,1963-02-17 16:43:59,Mumbai,Maharashtra,79440.0,Business Owner,2025-06-03 00:00:00,PENDING,LOW
USR65550,Ishanvi Rajan,YJVET9355S,887143183685,1993-09-20 16:34:00,Jaipur,Rajasthan,6913.0,Self Employed,2024-10-14 16:50:00,VERIFIED,HIGH
USR83983,Falak Kala,ATQSS0940G,175681684346,1977-05-24 16:43:00,Amritsar,Punjab,42182.0,Unemployed,2024-01-23 00:00:00,VERIFIED,LOW
USR28879,Aahana Wable,BYZRQ0869E,494775372543,,Jalandhar,Punjab,25188.0,Unemployed,2024-04-11 00:00:00,VERIFIED,MEDIUM
USR60112,Jyoti Sarraf,IRTWT8441S,,,Bengaluru,Karnataka,105278.0,Freelancer,2024-04-04 04:14:44,VERIFIED,HIGH
USR34610,Madhavi Bhavsar,PXPOZ9970G,601421603553,1994-02-06 13:31:00,Delhi,Delhi,48635.0,Self Employed,2025-01-30 00:00:00,PENDING,MEDIUM
USR21800,Eshana Bobal,ZXVDD0730A,689537704818,1961-08-20 00:00:00,Ludhiana,Punjab,22800.0,Retired,2026-03-23 00:00:00,VERIFIED,LOW
USR50430,Laksh Bhakta,BEWZK1798A,899817940587,1980-05-15 00:00:00,Chennai,Tamil Nadu,12800.0,Unemployed,2024-02-26 00:00:00,VERIFIED,LOW
USR68893,Charles Ram,CHQAR1259X,188711117572,1984-10-22 03:44:00,Pune,Maharashtra,13941.0,Salaried,2025-01-28 15:25:06,VERIFIED,LOW
USR65065,Udyati Srinivasan,ZSAUH7025X,556148842594,,Bengaluru,Karnataka,44552.0,Business Owner,2026-01-02 00:00:00,VERIFIED,LOW
USR75684,Guneet Sahni,TQXAP5735B,680293293164,1965-10-05 22:57:00,Lucknow,Uttar Pradesh,28184.0,Business Owner,2025-07-07 02:05:00,VERIFIED,LOW
USR92617,Gabriel Dani,GYPKT0745P,938321644715,,Mumbai,Maharashtra,33535.0,Farmer,2025-09-26 03:27:03,PENDING,LOW
USR29910,Mekhala Kothari,SOVNF8182H,,1971-07-24 09:06:16,Mumbai,Maharashtra,,Unemployed,2024-12-24 00:00:00,VERIFIED,LOW
USR60131,Leena Pant,GYGOF0897A,,,Lucknow,Uttar Pradesh,20118.0,Retired,2026-03-16 13:17:17,VERIFIED,LOW
USR35009,Vinaya Borra,MJJSZ1991N,807128787569,,Kolkata,West Bengal,35407.0,Retired,2025-12-29 00:00:00,VERIFIED,LOW
USR48177,Devansh Sarraf,YFJOZ8827C,279792550413,1991-10-15 00:00:00,Hyderabad,Telangana,17589.0,Retired,2025-09-20 00:00:00,VERIFIED,UNKNOWN
USR93776,Dipta Kadakia,QZCTI2931U,550967949582,1992-06-23 00:00:00,Mumbai,Maharashtra,30149.0,Self Employed,2024-03-21 00:00:00,VERIFIED,LOW
USR70461,Zayyan Barad,VQPJX6091L,645367178623,,Hyderabad,Telangana,33485.0,Retired,2025-01-24 00:00:00,VERIFIED,HIGH
USR81969,Amrita Thaker,DTYVE0260S,979867341764,,Hyderabad,Telangana,35750.0,Student,2026-02-14 00:00:00,VERIFIED,LOW
USR74905,Ati Goel,GYWSR6711F,323066216783,1979-11-15 00:00:00,Kolkata,West Bengal,,Salaried,,REJECTED,LOW
USR41819,Onkar Varghese,MQPQR4662Y,058349940093,1982-07-23 00:00:00,Jaipur,Rajasthan,15969.0,Farmer,2025-06-09 00:00:00,VERIFIED,HIGH
USR41597,Yug Venkataraman,TOOHX5739A,540205559433,1980-08-28 04:05:27,Hyderabad,Telangana,36017.0,Salaried,,VERIFIED,MEDIUM
USR55760,Madhavi Zachariah,PEAQZ8204H,930712376097,1991-03-18 04:48:00,Mumbai,Maharashtra,12266.0,Retired,2024-08-16 23:52:00,PENDING,LOW
